Name,Gender,Ethnicity,Name-Gender,Year,Number,Proportion,Proportion-Ethnicity
Kai,Male,BLACK NON HISP,Kai-M,2011,14,0.00036423238025860496,0.34146341463414637
Kaiden,Male,BLACK NON HISP,Kaiden-M,2011,28,0.0007284647605172099,1.0
Kaleb,Male,BLACK NON HISP,Kaleb-M,2011,18,0.0004682987746182064,1.0
Kamari,Male,BLACK NON HISP,Kamari-M,2011,17,0.0004422821760283061,1.0
Kameron,Male,BLACK NON HISP,Kameron-M,2011,14,0.00036423238025860496,1.0
Kayden,Male,BLACK NON HISP,Kayden-M,2011,37,0.0009626141478263132,0.5967741935483871
Keith,Male,BLACK NON HISP,Keith-M,2011,12,0.00031219918307880427,1.0
Kenneth,Male,BLACK NON HISP,Kenneth-M,2011,16,0.0004162655774384057,0.2711864406779661
Kevin,Male,BLACK NON HISP,Kevin-M,2011,28,0.0007284647605172099,0.08433734939759036
Khalil,Male,BLACK NON HISP,Khalil-M,2011,19,0.0004943153732081067,1.0
King,Male,BLACK NON HISP,King-M,2011,14,0.00036423238025860496,1.0
Kiyan,Male,BLACK NON HISP,Kiyan-M,2011,12,0.00031219918307880427,1.0
Kyle,Male,BLACK NON HISP,Kyle-M,2011,40,0.0010406639435960143,0.3669724770642202
Kymani,Male,BLACK NON HISP,Kymani-M,2011,19,0.0004943153732081067,1.0
Lamar,Male,BLACK NON HISP,Lamar-M,2011,15,0.00039024897884850534,1.0
Landon,Male,BLACK NON HISP,Landon-M,2011,11,0.0002861825844889039,0.2558139534883721
Levi,Male,BLACK NON HISP,Levi-M,2011,15,0.00039024897884850534,0.2727272727272727
Liam,Male,BLACK NON HISP,Liam-M,2011,61,0.0015870125139839217,0.190625
Logan,Male,BLACK NON HISP,Logan-M,2011,25,0.0006504149647475089,0.16025641025641027
Lucas,Male,BLACK NON HISP,Lucas-M,2011,12,0.00031219918307880427,0.03287671232876712
Makai,Male,BLACK NON HISP,Makai-M,2011,10,0.0002601659858990036,1.0
Malachi,Male,BLACK NON HISP,Malachi-M,2011,72,0.0018731950984728256,1.0
Malcolm,Male,BLACK NON HISP,Malcolm-M,2011,11,0.0002861825844889039,1.0
Malik,Male,BLACK NON HISP,Malik-M,2011,24,0.0006243983661576085,1.0
Mamadou,Male,BLACK NON HISP,Mamadou-M,2011,27,0.0007024481619273096,1.0
Marc,Male,BLACK NON HISP,Marc-M,2011,11,0.0002861825844889039,0.4074074074074074
Marcus,Male,BLACK NON HISP,Marcus-M,2011,24,0.0006243983661576085,0.26373626373626374
Marquis,Male,BLACK NON HISP,Marquis-M,2011,10,0.0002601659858990036,1.0
Mason,Male,BLACK NON HISP,Mason-M,2011,83,0.00215937768296173,0.2273972602739726
Matthew,Male,BLACK NON HISP,Matthew-M,2011,59,0.001534979316804121,0.09866220735785954
Maurice,Male,BLACK NON HISP,Maurice-M,2011,16,0.0004162655774384057,1.0
Mekhi,Male,BLACK NON HISP,Mekhi-M,2011,33,0.0008585477534667117,1.0
Messiah,Male,BLACK NON HISP,Messiah-M,2011,23,0.0005983817675677082,1.0
Micah,Male,BLACK NON HISP,Micah-M,2011,29,0.0007544813591071104,0.7073170731707317
Michael,Male,BLACK NON HISP,Michael-M,2011,93,0.002419543668860733,0.15577889447236182
Miles,Male,BLACK NON HISP,Miles-M,2011,10,0.0002601659858990036,0.15151515151515152
Mohamed,Male,BLACK NON HISP,Mohamed-M,2011,37,0.0009626141478263132,0.42045454545454547
Mohammed,Male,BLACK NON HISP,Mohammed-M,2011,23,0.0005983817675677082,0.3108108108108108
Moussa,Male,BLACK NON HISP,Moussa-M,2011,11,0.0002861825844889039,1.0
Myles,Male,BLACK NON HISP,Myles-M,2011,15,0.00039024897884850534,1.0
Nana,Male,BLACK NON HISP,Nana-M,2011,10,0.0002601659858990036,1.0
Nasir,Male,BLACK NON HISP,Nasir-M,2011,33,0.0008585477534667117,1.0
Nathan,Male,BLACK NON HISP,Nathan-M,2011,32,0.0008325311548768114,0.16753926701570682
Nathaniel,Male,BLACK NON HISP,Nathaniel-M,2011,64,0.0016650623097536228,0.3386243386243386
Nehemiah,Male,BLACK NON HISP,Nehemiah-M,2011,13,0.00033821578166870464,1.0
Nicholas,Male,BLACK NON HISP,Nicholas-M,2011,31,0.000806514556286911,0.09904153354632587
Nicolas,Male,BLACK NON HISP,Nicolas-M,2011,11,0.0002861825844889039,0.11956521739130435
Nigel,Male,BLACK NON HISP,Nigel-M,2011,10,0.0002601659858990036,1.0
Noah,Male,BLACK NON HISP,Noah-M,2011,91,0.0023675104716809323,0.24863387978142076
Omar,Male,BLACK NON HISP,Omar-M,2011,14,0.00036423238025860496,0.16279069767441862
Omari,Male,BLACK NON HISP,Omari-M,2011,19,0.0004943153732081067,1.0
Ousmane,Male,BLACK NON HISP,Ousmane-M,2011,14,0.00036423238025860496,1.0
Patrick,Male,BLACK NON HISP,Patrick-M,2011,14,0.00036423238025860496,0.14583333333333334
Preston,Male,BLACK NON HISP,Preston-M,2011,19,0.0004943153732081067,0.5757575757575758
Prince,Male,BLACK NON HISP,Prince-M,2011,32,0.0008325311548768114,0.6956521739130435
Quincy,Male,BLACK NON HISP,Quincy-M,2011,10,0.0002601659858990036,1.0
Ricardo,Male,BLACK NON HISP,Ricardo-M,2011,10,0.0002601659858990036,0.2857142857142857
Richard,Male,BLACK NON HISP,Richard-M,2011,15,0.00039024897884850534,0.14285714285714285
Robert,Male,BLACK NON HISP,Robert-M,2011,29,0.0007544813591071104,0.21804511278195488
Rodney,Male,BLACK NON HISP,Rodney-M,2011,10,0.0002601659858990036,1.0
Ryan,Male,BLACK NON HISP,Ryan-M,2011,41,0.0010666805421859146,0.09339407744874716
Samuel,Male,BLACK NON HISP,Samuel-M,2011,30,0.0007804979576970107,0.09523809523809523
Sean,Male,BLACK NON HISP,Sean-M,2011,29,0.0007544813591071104,0.26605504587155965
Sebastian,Male,BLACK NON HISP,Sebastian-M,2011,11,0.0002861825844889039,0.03942652329749104
Sekou,Male,BLACK NON HISP,Sekou-M,2011,15,0.00039024897884850534,1.0
Seth,Male,BLACK NON HISP,Seth-M,2011,12,0.00031219918307880427,1.0
Shawn,Male,BLACK NON HISP,Shawn-M,2011,18,0.0004682987746182064,0.4186046511627907
Sincere,Male,BLACK NON HISP,Sincere-M,2011,24,0.0006243983661576085,1.0
Stephen,Male,BLACK NON HISP,Stephen-M,2011,10,0.0002601659858990036,0.3333333333333333
Steven,Male,BLACK NON HISP,Steven-M,2011,12,0.00031219918307880427,0.06557377049180328
Terrell,Male,BLACK NON HISP,Terrell-M,2011,10,0.0002601659858990036,1.0
Terrence,Male,BLACK NON HISP,Terrence-M,2011,11,0.0002861825844889039,1.0
Timothy,Male,BLACK NON HISP,Timothy-M,2011,14,0.00036423238025860496,0.2
Travis,Male,BLACK NON HISP,Travis-M,2011,17,0.0004422821760283061,0.4146341463414634
Tristan,Male,BLACK NON HISP,Tristan-M,2011,58,0.0015089627182142207,0.5
Troy,Male,BLACK NON HISP,Troy-M,2011,13,0.00033821578166870464,1.0
Tyler,Male,BLACK NON HISP,Tyler-M,2011,101,0.002627676457579936,0.4190871369294606
Victor,Male,BLACK NON HISP,Victor-M,2011,12,0.00031219918307880427,0.10810810810810811
William,Male,BLACK NON HISP,William-M,2011,27,0.0007024481619273096,0.07479224376731301
Xavier,Male,BLACK NON HISP,Xavier-M,2011,58,0.0015089627182142207,0.3258426966292135
Zachary,Male,BLACK NON HISP,Zachary-M,2011,22,0.0005723651689778078,0.16176470588235295
Zaire,Male,BLACK NON HISP,Zaire-M,2011,19,0.0004943153732081067,1.0
Zion,Male,BLACK NON HISP,Zion-M,2011,35,0.0009105809506465125,0.7291666666666666
Zyaire,Male,BLACK NON HISP,Zyaire-M,2011,14,0.00036423238025860496,1.0
Aaron,Male,HISPANIC,Aaron-M,2011,102,0.0026536930561698365,0.37362637362637363
Abdiel,Male,HISPANIC,Abdiel-M,2011,12,0.00031219918307880427,1.0
Abel,Male,HISPANIC,Abel-M,2011,14,0.00036423238025860496,1.0
Abraham,Male,HISPANIC,Abraham-M,2011,22,0.0005723651689778078,0.1134020618556701
Adam,Male,HISPANIC,Adam-M,2011,32,0.0008325311548768114,0.14746543778801843
Aden,Male,HISPANIC,Aden-M,2011,13,0.00033821578166870464,0.40625
Adonis,Male,HISPANIC,Adonis-M,2011,16,0.0004162655774384057,0.5925925925925926
Adrian,Male,HISPANIC,Adrian-M,2011,157,0.004084605978614356,0.6855895196506551
Adriel,Male,HISPANIC,Adriel-M,2011,34,0.0008845643520566122,1.0
Aidan,Male,HISPANIC,Aidan-M,2011,36,0.0009365975492364128,0.2465753424657534
Aiden,Male,HISPANIC,Aiden-M,2011,188,0.004891120534901267,0.3553875236294896
Alan,Male,HISPANIC,Alan-M,2011,38,0.0009886307464162135,0.3958333333333333
Albert,Male,HISPANIC,Albert-M,2011,13,0.00033821578166870464,0.4642857142857143
Alberto,Male,HISPANIC,Alberto-M,2011,15,0.00039024897884850534,1.0
Aldo,Male,HISPANIC,Aldo-M,2011,10,0.0002601659858990036,1.0
Alejandro,Male,HISPANIC,Alejandro-M,2011,68,0.0017691287041132243,1.0
Alex,Male,HISPANIC,Alex-M,2011,68,0.0017691287041132243,0.44155844155844154
Alexander,Male,HISPANIC,Alexander-M,2011,219,0.005697635091188178,0.4362549800796813
Alexis,Male,HISPANIC,Alexis-M,2011,55,0.0014309129224445195,1.0
Alfredo,Male,HISPANIC,Alfredo-M,2011,15,0.00039024897884850534,1.0
Allan,Male,HISPANIC,Allan-M,2011,10,0.0002601659858990036,1.0
Allen,Male,HISPANIC,Allen-M,2011,22,0.0005723651689778078,0.46808510638297873
Alvin,Male,HISPANIC,Alvin-M,2011,10,0.0002601659858990036,0.15873015873015872
Amir,Male,HISPANIC,Amir-M,2011,21,0.0005463485703879075,0.168
Anderson,Male,HISPANIC,Anderson-M,2011,33,0.0008585477534667117,1.0
Andre,Male,HISPANIC,Andre-M,2011,10,0.0002601659858990036,0.3125
Andres,Male,HISPANIC,Andres-M,2011,51,0.0013268465280849183,1.0
Andrew,Male,HISPANIC,Andrew-M,2011,125,0.0032520748237375445,0.3434065934065934
Andy,Male,HISPANIC,Andy-M,2011,37,0.0009626141478263132,0.4625
Angel,Male,HISPANIC,Angel-M,2011,253,0.00658219944324479,0.9619771863117871
Angelo,Male,HISPANIC,Angelo-M,2011,28,0.0007284647605172099,0.6363636363636364
Anthony,Male,HISPANIC,Anthony-M,2011,207,0.005385435908109374,0.45594713656387664
Antonio,Male,HISPANIC,Antonio-M,2011,32,0.0008325311548768114,0.4266666666666667
Ariel,Male,HISPANIC,Ariel-M,2011,26,0.0006764315633374093,0.4642857142857143
Armando,Male,HISPANIC,Armando-M,2011,11,0.0002861825844889039,1.0
Armani,Male,HISPANIC,Armani-M,2011,20,0.0005203319717980072,1.0
Arturo,Male,HISPANIC,Arturo-M,2011,10,0.0002601659858990036,1.0
Ashton,Male,HISPANIC,Ashton-M,2011,17,0.0004422821760283061,0.37777777777777777
Austin,Male,HISPANIC,Austin-M,2011,15,0.00039024897884850534,0.1271186440677966
Avery,Male,HISPANIC,Avery-M,2011,13,0.00033821578166870464,0.40625
Axel,Male,HISPANIC,Axel-M,2011,69,0.0017951453027031247,1.0
Ayden,Male,HISPANIC,Ayden-M,2011,104,0.002705726253349637,0.46017699115044247
Benjamin,Male,HISPANIC,Benjamin-M,2011,51,0.0013268465280849183,0.15315315315315314
Bradley,Male,HISPANIC,Bradley-M,2011,24,0.0006243983661576085,1.0
Brandon,Male,HISPANIC,Brandon-M,2011,184,0.004787054140541666,0.5859872611464968
Brayan,Male,HISPANIC,Brayan-M,2011,23,0.0005983817675677082,1.0
Brayden,Male,HISPANIC,Brayden-M,2011,16,0.0004162655774384057,0.5161290322580645
Brian,Male,HISPANIC,Brian-M,2011,59,0.001534979316804121,0.39072847682119205
Bryan,Male,HISPANIC,Bryan-M,2011,99,0.0025756432604001353,0.717391304347826
Bryant,Male,HISPANIC,Bryant-M,2011,17,0.0004422821760283061,1.0
Bryce,Male,HISPANIC,Bryce-M,2011,10,0.0002601659858990036,0.18181818181818182
Byron,Male,HISPANIC,Byron-M,2011,19,0.0004943153732081067,1.0
Caleb,Male,HISPANIC,Caleb-M,2011,42,0.001092697140775815,0.3157894736842105
Cameron,Male,HISPANIC,Cameron-M,2011,19,0.0004943153732081067,0.20430107526881722
Carlos,Male,HISPANIC,Carlos-M,2011,109,0.002835809246299139,1.0
Carmelo,Male,HISPANIC,Carmelo-M,2011,16,0.0004162655774384057,0.5517241379310345
Cesar,Male,HISPANIC,Cesar-M,2011,29,0.0007544813591071104,1.0
Charles,Male,HISPANIC,Charles-M,2011,20,0.0005203319717980072,0.11049723756906077
Chase,Male,HISPANIC,Chase-M,2011,22,0.0005723651689778078,0.25
Chris,Male,HISPANIC,Chris-M,2011,27,0.0007024481619273096,0.7297297297297297
Christian,Male,HISPANIC,Christian-M,2011,151,0.003928506387074954,0.44542772861356933
Christopher,Male,HISPANIC,Christopher-M,2011,239,0.006217967062986185,0.5532407407407407
Cristian,Male,HISPANIC,Cristian-M,2011,53,0.001378879725264719,1.0
Cristofer,Male,HISPANIC,Cristofer-M,2011,11,0.0002861825844889039,1.0
Cristopher,Male,HISPANIC,Cristopher-M,2011,13,0.00033821578166870464,1.0
Damian,Male,HISPANIC,Damian-M,2011,26,0.0006764315633374093,1.0
Damien,Male,HISPANIC,Damien-M,2011,15,0.00039024897884850534,1.0
Daniel,Male,HISPANIC,Daniel-M,2011,221,0.005749668288367979,0.37080536912751677
Danny,Male,HISPANIC,Danny-M,2011,31,0.000806514556286911,0.6078431372549019
Dante,Male,HISPANIC,Dante-M,2011,21,0.0005463485703879075,1.0
Dariel,Male,HISPANIC,Dariel-M,2011,31,0.000806514556286911,1.0
Darwin,Male,HISPANIC,Darwin-M,2011,18,0.0004682987746182064,1.0
David,Male,HISPANIC,David-M,2011,178,0.004630954549002263,0.3248175182481752
Dennis,Male,HISPANIC,Dennis-M,2011,15,0.00039024897884850534,0.5769230769230769
Dereck,Male,HISPANIC,Dereck-M,2011,11,0.0002861825844889039,1.0
Derek,Male,HISPANIC,Derek-M,2011,62,0.001613029112573822,0.5961538461538461
Derick,Male,HISPANIC,Derick-M,2011,18,0.0004682987746182064,1.0
Devin,Male,HISPANIC,Devin-M,2011,25,0.0006504149647475089,0.2840909090909091
Diego,Male,HISPANIC,Diego-M,2011,54,0.0014048963238546192,1.0
Dominic,Male,HISPANIC,Dominic-M,2011,22,0.0005723651689778078,0.4074074074074074
Dominick,Male,HISPANIC,Dominick-M,2011,16,0.0004162655774384057,0.43243243243243246
Dylan,Male,HISPANIC,Dylan-M,2011,136,0.0035382574082264487,0.37988826815642457
Eddie,Male,HISPANIC,Eddie-M,2011,12,0.00031219918307880427,1.0
Edgar,Male,HISPANIC,Edgar-M,2011,29,0.0007544813591071104,1.0
Edison,Male,HISPANIC,Edison-M,2011,11,0.0002861825844889039,0.44
Eduardo,Male,HISPANIC,Eduardo-M,2011,45,0.0011707469365455161,1.0
Edward,Male,HISPANIC,Edward-M,2011,30,0.0007804979576970107,0.37037037037037035
Edwin,Male,HISPANIC,Edwin-M,2011,71,0.0018471784998829253,0.8255813953488372
Eli,Male,HISPANIC,Eli-M,2011,38,0.0009886307464162135,0.24203821656050956
Elian,Male,HISPANIC,Elian-M,2011,17,0.0004422821760283061,1.0
Elias,Male,HISPANIC,Elias-M,2011,66,0.0017170955069334235,0.6534653465346535
Elijah,Male,HISPANIC,Elijah-M,2011,110,0.002861825844889039,0.3514376996805112
Elvis,Male,HISPANIC,Elvis-M,2011,10,0.0002601659858990036,0.47619047619047616
Emanuel,Male,HISPANIC,Emanuel-M,2011,26,0.0006764315633374093,1.0
Emiliano,Male,HISPANIC,Emiliano-M,2011,13,0.00033821578166870464,1.0
Emilio,Male,HISPANIC,Emilio-M,2011,21,0.0005463485703879075,1.0
Emmanuel,Male,HISPANIC,Emmanuel-M,2011,57,0.0014829461196243204,0.5533980582524272
Enrique,Male,HISPANIC,Enrique-M,2011,14,0.00036423238025860496,1.0
Eric,Male,HISPANIC,Eric-M,2011,60,0.0015609959153940214,0.3225806451612903
Erick,Male,HISPANIC,Erick-M,2011,60,0.0015609959153940214,1.0
Erik,Male,HISPANIC,Erik-M,2011,18,0.0004682987746182064,1.0
Esteban,Male,HISPANIC,Esteban-M,2011,13,0.00033821578166870464,1.0
Ethan,Male,HISPANIC,Ethan-M,2011,251,0.006530166246064989,0.3746268656716418
Evan,Male,HISPANIC,Evan-M,2011,81,0.0021073444857819287,0.37155963302752293
Ezekiel,Male,HISPANIC,Ezekiel-M,2011,11,0.0002861825844889039,1.0
Ezequiel,Male,HISPANIC,Ezequiel-M,2011,11,0.0002861825844889039,1.0
Felix,Male,HISPANIC,Felix-M,2011,12,0.00031219918307880427,0.21052631578947367
Fernando,Male,HISPANIC,Fernando-M,2011,28,0.0007284647605172099,1.0
Francisco,Male,HISPANIC,Francisco-M,2011,32,0.0008325311548768114,1.0
Frank,Male,HISPANIC,Frank-M,2011,17,0.0004422821760283061,0.3695652173913043
Franklin,Male,HISPANIC,Franklin-M,2011,14,0.00036423238025860496,1.0
Freddy,Male,HISPANIC,Freddy-M,2011,13,0.00033821578166870464,1.0
Gabriel,Male,HISPANIC,Gabriel-M,2011,158,0.004110622577204256,0.5214521452145214
Gael,Male,HISPANIC,Gael-M,2011,18,0.0004682987746182064,1.0
Gavin,Male,HISPANIC,Gavin-M,2011,19,0.0004943153732081067,0.1623931623931624
George,Male,HISPANIC,George-M,2011,30,0.0007804979576970107,0.2542372881355932
Gerardo,Male,HISPANIC,Gerardo-M,2011,12,0.00031219918307880427,1.0
Giovani,Male,HISPANIC,Giovani-M,2011,10,0.0002601659858990036,1.0
Giovanni,Male,HISPANIC,Giovanni-M,2011,68,0.0017691287041132243,0.5811965811965812
Giovanny,Male,HISPANIC,Giovanny-M,2011,13,0.00033821578166870464,1.0
Gregory,Male,HISPANIC,Gregory-M,2011,16,0.0004162655774384057,0.5
Gustavo,Male,HISPANIC,Gustavo-M,2011,15,0.00039024897884850534,1.0
Hector,Male,HISPANIC,Hector-M,2011,31,0.000806514556286911,1.0
Henry,Male,HISPANIC,Henry-M,2011,43,0.0011187137393657153,0.20187793427230047
Hunter,Male,HISPANIC,Hunter-M,2011,15,0.00039024897884850534,0.26785714285714285
Ian,Male,HISPANIC,Ian-M,2011,72,0.0018731950984728256,0.5034965034965035
Iker,Male,HISPANIC,Iker-M,2011,13,0.00033821578166870464,1.0
Isaac,Male,HISPANIC,Isaac-M,2011,73,0.001899211697062726,0.37244897959183676
Isaiah,Male,HISPANIC,Isaiah-M,2011,70,0.001821161901293025,0.36649214659685864
Ismael,Male,HISPANIC,Ismael-M,2011,17,0.0004422821760283061,1.0
Israel,Male,HISPANIC,Israel-M,2011,22,0.0005723651689778078,0.44
Ivan,Male,HISPANIC,Ivan-M,2011,42,0.001092697140775815,0.34710743801652894
Jace,Male,HISPANIC,Jace-M,2011,37,0.0009626141478263132,0.6379310344827587
Jack,Male,HISPANIC,Jack-M,2011,21,0.0005463485703879075,0.09333333333333334
Jacob,Male,HISPANIC,Jacob-M,2011,303,0.007883029372739807,0.4334763948497854
Jaden,Male,HISPANIC,Jaden-M,2011,73,0.001899211697062726,0.4269005847953216
Jadiel,Male,HISPANIC,Jadiel-M,2011,51,0.0013268465280849183,1.0
Jaiden,Male,HISPANIC,Jaiden-M,2011,42,0.001092697140775815,0.5454545454545454
Jaime,Male,HISPANIC,Jaime-M,2011,11,0.0002861825844889039,1.0
Jake,Male,HISPANIC,Jake-M,2011,27,0.0007024481619273096,0.2231404958677686
James,Male,HISPANIC,James-M,2011,70,0.001821161901293025,0.22508038585209003
Janiel,Male,HISPANIC,Janiel-M,2011,10,0.0002601659858990036,1.0
Januel,Male,HISPANIC,Januel-M,2011,11,0.0002861825844889039,1.0
Jared,Male,HISPANIC,Jared-M,2011,17,0.0004422821760283061,0.5862068965517241
Jariel,Male,HISPANIC,Jariel-M,2011,25,0.0006504149647475089,1.0
Jason,Male,HISPANIC,Jason-M,2011,92,0.002393527070270833,0.3420074349442379
Javier,Male,HISPANIC,Javier-M,2011,38,0.0009886307464162135,1.0
Jay,Male,HISPANIC,Jay-M,2011,18,0.0004682987746182064,0.5625
Jayce,Male,HISPANIC,Jayce-M,2011,12,0.00031219918307880427,1.0
Jayden,Male,HISPANIC,Jayden-M,2011,426,0.011083070999297551,0.5182481751824818
Jayson,Male,HISPANIC,Jayson-M,2011,24,0.0006243983661576085,0.631578947368421
Jean,Male,HISPANIC,Jean-M,2011,38,0.0009886307464162135,1.0
Jeancarlos,Male,HISPANIC,Jeancarlos-M,2011,10,0.0002601659858990036,1.0
Jefferson,Male,HISPANIC,Jefferson-M,2011,14,0.00036423238025860496,1.0
Jeffrey,Male,HISPANIC,Jeffrey-M,2011,19,0.0004943153732081067,0.4318181818181818
Jencarlos,Male,HISPANIC,Jencarlos-M,2011,11,0.0002861825844889039,1.0
Jeremiah,Male,HISPANIC,Jeremiah-M,2011,120,0.0031219918307880427,0.43956043956043955
Jeremias,Male,HISPANIC,Jeremias-M,2011,14,0.00036423238025860496,1.0
Jeremy,Male,HISPANIC,Jeremy-M,2011,118,0.003069958633608242,0.7866666666666666
Jerry,Male,HISPANIC,Jerry-M,2011,11,0.0002861825844889039,0.3055555555555556
Jesse,Male,HISPANIC,Jesse-M,2011,10,0.0002601659858990036,0.29411764705882354
Jesus,Male,HISPANIC,Jesus-M,2011,70,0.001821161901293025,1.0
Jimmy,Male,HISPANIC,Jimmy-M,2011,14,0.00036423238025860496,1.0
Joaquin,Male,HISPANIC,Joaquin-M,2011,23,0.0005983817675677082,1.0
Joel,Male,HISPANIC,Joel-M,2011,82,0.0021333610843718293,0.5503355704697986
Johan,Male,HISPANIC,Johan-M,2011,28,0.0007284647605172099,1.0
Johann,Male,HISPANIC,Johann-M,2011,12,0.00031219918307880427,1.0
John,Male,HISPANIC,John-M,2011,96,0.002497593464630434,0.3028391167192429
Johnathan,Male,HISPANIC,Johnathan-M,2011,16,0.0004162655774384057,1.0
Johnny,Male,HISPANIC,Johnny-M,2011,18,0.0004682987746182064,0.5
Jonah,Male,HISPANIC,Jonah-M,2011,15,0.00039024897884850534,0.22388059701492538
Jonathan,Male,HISPANIC,Jonathan-M,2011,183,0.004761037541951765,0.5126050420168067
Jordan,Male,HISPANIC,Jordan-M,2011,72,0.0018731950984728256,0.4
Jorge,Male,HISPANIC,Jorge-M,2011,39,0.001014647345006114,1.0
Jose,Male,HISPANIC,Jose-M,2011,144,0.0037463901969456512,1.0
Joseph,Male,HISPANIC,Joseph-M,2011,140,0.00364232380258605,0.29350104821802936
Joshua,Male,HISPANIC,Joshua-M,2011,190,0.004943153732081068,0.4288939051918736
Josiah,Male,HISPANIC,Josiah-M,2011,50,0.0013008299294950177,0.29239766081871343
Josue,Male,HISPANIC,Josue-M,2011,35,0.0009105809506465125,1.0
Juan,Male,HISPANIC,Juan-M,2011,99,0.0025756432604001353,1.0
Julian,Male,HISPANIC,Julian-M,2011,99,0.0025756432604001353,0.47596153846153844
Julien,Male,HISPANIC,Julien-M,2011,14,0.00036423238025860496,1.0
Julio,Male,HISPANIC,Julio-M,2011,27,0.0007024481619273096,1.0
Julius,Male,HISPANIC,Julius-M,2011,26,0.0006764315633374093,1.0
Junior,Male,HISPANIC,Junior-M,2011,18,0.0004682987746182064,1.0
Justin,Male,HISPANIC,Justin-M,2011,310,0.00806514556286911,0.5626134301270418
Kaden,Male,HISPANIC,Kaden-M,2011,13,0.00033821578166870464,0.37142857142857144
Kayden,Male,HISPANIC,Kayden-M,2011,25,0.0006504149647475089,0.4032258064516129
Kelvin,Male,HISPANIC,Kelvin-M,2011,22,0.0005723651689778078,1.0
Kenneth,Male,HISPANIC,Kenneth-M,2011,33,0.0008585477534667117,0.559322033898305
Kenny,Male,HISPANIC,Kenny-M,2011,20,0.0005203319717980072,1.0
Kevin,Male,HISPANIC,Kevin-M,2011,183,0.004761037541951765,0.5512048192771084
Landon,Male,HISPANIC,Landon-M,2011,19,0.0004943153732081067,0.4418604651162791
Larry,Male,HISPANIC,Larry-M,2011,10,0.0002601659858990036,1.0
Leandro,Male,HISPANIC,Leandro-M,2011,16,0.0004162655774384057,1.0
Leo,Male,HISPANIC,Leo-M,2011,11,0.0002861825844889039,0.08088235294117647
Leonardo,Male,HISPANIC,Leonardo-M,2011,55,0.0014309129224445195,0.6547619047619048
Leonel,Male,HISPANIC,Leonel-M,2011,12,0.00031219918307880427,1.0
Liam,Male,HISPANIC,Liam-M,2011,103,0.0026797096547597366,0.321875
Logan,Male,HISPANIC,Logan-M,2011,45,0.0011707469365455161,0.28846153846153844
Lorenzo,Male,HISPANIC,Lorenzo-M,2011,14,0.00036423238025860496,0.3888888888888889
Louis,Male,HISPANIC,Louis-M,2011,14,0.00036423238025860496,0.2978723404255319
Lucas,Male,HISPANIC,Lucas-M,2011,122,0.0031740250279678433,0.33424657534246577
Luis,Male,HISPANIC,Luis-M,2011,131,0.003408174415276947,1.0
Lukas,Male,HISPANIC,Lukas-M,2011,11,0.0002861825844889039,0.4074074074074074
Luke,Male,HISPANIC,Luke-M,2011,17,0.0004422821760283061,0.13178294573643412
Manuel,Male,HISPANIC,Manuel-M,2011,31,0.000806514556286911,1.0
Marco,Male,HISPANIC,Marco-M,2011,22,0.0005723651689778078,0.5789473684210527
Marcos,Male,HISPANIC,Marcos-M,2011,29,0.0007544813591071104,1.0
Marcus,Male,HISPANIC,Marcus-M,2011,33,0.0008585477534667117,0.3626373626373626
Mario,Male,HISPANIC,Mario-M,2011,23,0.0005983817675677082,1.0
Mark,Male,HISPANIC,Mark-M,2011,19,0.0004943153732081067,0.21348314606741572
Marlon,Male,HISPANIC,Marlon-M,2011,10,0.0002601659858990036,1.0
Martin,Male,HISPANIC,Martin-M,2011,16,0.0004162655774384057,0.3137254901960784
Marvin,Male,HISPANIC,Marvin-M,2011,16,0.0004162655774384057,1.0
Mason,Male,HISPANIC,Mason-M,2011,173,0.004500871556052762,0.473972602739726
Mateo,Male,HISPANIC,Mateo-M,2011,44,0.0011447303379556156,0.7213114754098361
Mathew,Male,HISPANIC,Mathew-M,2011,19,0.0004943153732081067,1.0
Matias,Male,HISPANIC,Matias-M,2011,20,0.0005203319717980072,1.0
Matthew,Male,HISPANIC,Matthew-M,2011,276,0.007180581210812499,0.46153846153846156
Mauricio,Male,HISPANIC,Mauricio-M,2011,12,0.00031219918307880427,1.0
Max,Male,HISPANIC,Max-M,2011,33,0.0008585477534667117,0.2323943661971831
Maximiliano,Male,HISPANIC,Maximiliano-M,2011,13,0.00033821578166870464,1.0
Maximo,Male,HISPANIC,Maximo-M,2011,12,0.00031219918307880427,1.0
Maximus,Male,HISPANIC,Maximus-M,2011,15,0.00039024897884850534,0.5172413793103449
Melvin,Male,HISPANIC,Melvin-M,2011,12,0.00031219918307880427,1.0
Michael,Male,HISPANIC,Michael-M,2011,174,0.004526888154642662,0.2914572864321608
Miguel,Male,HISPANIC,Miguel-M,2011,101,0.002627676457579936,1.0
Mike,Male,HISPANIC,Mike-M,2011,17,0.0004422821760283061,1.0
Moises,Male,HISPANIC,Moises-M,2011,18,0.0004682987746182064,1.0
Nathan,Male,HISPANIC,Nathan-M,2011,47,0.0012227801337253168,0.24607329842931938
Nathaniel,Male,HISPANIC,Nathaniel-M,2011,63,0.0016390457111637225,0.3333333333333333
Nelson,Male,HISPANIC,Nelson-M,2011,16,0.0004162655774384057,0.5714285714285714
Nicholas,Male,HISPANIC,Nicholas-M,2011,103,0.0026797096547597366,0.329073482428115
